"","biomass"
"1",1047422.84874806
"2",1555571.08988916
"3",13944889.0666744
"4",9984250.87469605
"5",18608840.9379531
"6",17749598.7612952
"7",11877386.8639694
"8",10126035.5167946
"9",2591174.22357156
"10",4640891.6457743
"11",11405600.95961
"12",10151767.2812035
"13",14938567.5858264
"14",6977721.10719386
"15",3130304.73003631
"16",1136191.02259107
"17",2051122.55206548
"18",2676947.12556645
"19",5189579.86245477
"20",2665348.93792197
"21",3304917.60923643
"22",5891863.22708974
"23",2437783.35311918
"24",1251904.58442132
"25",7591949.62219687
"26",3836597.39365013
"27",6396002.50636694
"28",2274728.04426894
"29",4576627.44691962
"30",4242661.18882173
"31",12691666.6751971
"32",44612847.2994731
"33",29465163.707698
"34",38515709.2609142
"35",20272361.826178
"36",47388290.4791856
"37",14473425.5491009
"38",5864292.48804332
"39",14948416.5490081
"40",23325883.1037061
"41",16189459.6202285
"42",37724518.7819096
"43",25524568.5490872
"44",9119213.63158925
"45",10938614.7560248
"46",2145725.78047668
"47",7552780.06411217
"48",2710042.94693951
"49",819749.624735816
"50",2164716.4161787
"51",3064766.26123209
"52",2188378.70709917
"53",1388158.56602806
"54",18431835.7405164
"55",17924272.866324
"56",2057606.17528128
"57",4037436.3222966
"58",10832431.8845881
"59",9149285.25664956
"60",3490109.47095874
"61",2448801.60226875
"62",1748870.02749517
"63",3907747.16547532
"64",5025030.53859143
"65",34279147271.8298
"66",26987095206.1236
"67",8691252206.39076
"68",10141357068.8708
"69",12599516822.462
"70",3227253209.65873
"71",3086198922.64541
"72",3606758380.88956
"73",8164003649.81163
"74",11675627311.7479
"75",14084094473.8689
"76",18017924092.4027
"77",14697456834.4267
"78",7262532834.57016
"79",7570565023.05202
"80",5413750801.50445
"81",7604678576.76092
"82",1616188637.1776
"83",5851427329.55746
"84",4137375140.83646
"85",6747652000.40009
"86",5067729415.20887
"87",5299551410.52089
"88",4828720630.23209
"89",5184182201.02756
"90",3247843516.84568
"91",3309887080.38404
"92",4701322904.77933
"93",2655836366.48042
"94",1357983189.73208
"95",1616218.76585319
"96",3280477.25449626
"97",1620996.67699177
"98",5921787.71761592
"99",4231091.70110683
"100",3884242.75656068
"101",5147131.27875146
"102",4709355.10510166
"103",3531990.32915883
"104",3121823.72730367
"105",769084.739219539
"106",2152839.06697861
"107",4191216.82397813
"108",2262470.93390904
"109",1093312.89441354
"110",4231668.20208352
"111",2178768.5509212
"112",3441324.30293341
"113",2717226.92320277
"114",2034897.67094001
"115",1770187.6828137
"116",951827.623861076
"117",1739717.32690719
"118",760032.91441705
"119",1688137.11403972
"120",2009556.42079272
"121",1447597.97412509
"122",1412425.42518388
"123",1714935.01337652
"124",1194052.35840721
"125",1063474.9678885
"126",755573.915721209
"127",495691.292173197
"128",617961.496243564
"129",1696922.57766897
"130",162907640.617336
"131",83559169.329548
"132",68599634.6865696
"133",43364435.9179441
"134",82764585.3487094
"135",115127050.076291
"136",138084145.594221
"137",49571419.6566709
"138",7491775.2606001
"139",16861235.1272523
"140",45310553.2594214
"141",40883994.1831695
"142",42427749.5031582
"143",346436444.142986
"144",353837163.429629
"145",96212694.1405206
"146",286653636.361993
"147",435099439.795143
"148",416566295.813906
"149",295043428.817682
"150",216619869.372755
"151",92115125.4715157
"152",84175769.0572157
"153",30633228.5298215
"154",49469283.0974337
"155",9850851.11320991
"156",48111714.0711883
"157",265160179.076474
"158",32911552.3034603
"159",12648641.2293963
"160",341731684.874278
"161",23355286.1578996
"162",8996881862.16553
"163",15471769526.1546
"164",132023437891.299
"165",12967564361.7617
"166",21499006527.0744
"167",10263851712.726
"168",58583209307.9829
"169",296697649248.519
"170",310701664679.368
"171",171276150549.241
"172",44375666251.6281
"173",51044808887.1804
"174",71513653382.4324
"175",26911046282.0856
"176",186861624929.598
"177",144596731105.402
"178",121816888263.96
"179",146190187151.407
"180",67297622667.4921
"181",51992186062.4429
"182",20948401303.5165
"183",150489646.364416
"184",383979791.373467
"185",1504449.13315832
"186",45032246.4893289
"187",62988765.4020611
"188",15690836.0146026
"189",123740576.513825
"190",125533289.725276
"191",20116088.4671217
"192",17222062.0890162
"193",21607982.7621055
"194",24234146.3564243
"195",43927318.7391166
"196",11515778.1419703
"197",7648207.89555549
"198",8710145.17983136
"199",64117257.6934405
"200",18322084.8451939
"201",16759908.4670851
"202",23756736.9023291
"203",15291589.7213815
"204",23442852.2945554
"205",13399487.348318
"206",9139728.25739872
"207",3773117.83366982
"208",12713202.6883614
"209",11512866.4165368
"210",3602425.84004178
"211",3419006.85502811
"212",5020949.72853591
"213",5944148.86658646
"214",6645301.65636771
"215",15036290.5095821
"216",23561201.594472
"217",36399041.537202
"218",29819281.845493
"219",290246496.584425
"220",303793620.650065
"221",137313428.417169
"222",65945491.3560578
"223",922720.711042712
"224",4014170.31710664
"225",2835104.92819346
"226",3147902.85905586
"227",3527601.027128
"228",849283.780971331
"229",987565.759352563
"230",690626.96654195
"231",1210900.54787606
"232",4735922.55199591
"233",3228884.09054419
"234",1302508.10892185
"235",1856296.28934903
"236",1733175.70336939
"237",3770202.34548185
"238",2101701.51980975
"239",1705181.61786285
"240",1331659.22092637
"241",2103789.11774093
"242",2106047.26712993
"243",1221946.65629824
"244",2759850.03976848
"245",2155298.50784995
"246",4826930.24153457
"247",2707439.31274493
"248",2591712.38694618
"249",1478865.33583808
"250",1706525.93237285
"251",965823.783556305
"252",874407.673405585
"253",1378137456.56625
"254",23857624987.076
"255",30334222908.0998
"256",51400695505.3192
"257",350931129964.085
"258",172540576146.059
"259",120378110726.16
"260",91701937198.1884
"261",42520996573.6954
"262",47190466035.3043
"263",76169819143.442
"264",31131366950.2043
"265",124229033127.172
"266",297288394018.982
"267",176253457159.327
"268",132542646177.576
"269",246644974670.928
"270",61791814685.8483
"271",94165500392.7865
"272",120404278327.677
"273",80264858391.3114
"274",35764089428.2753
"275",98500740745.13
"276",325986451693.971
"277",183206150604.375
"278",271946362273.801
"279",83409172115.7457
"280",83583191115.9072
"281",82508978082.7905
"282",127930638628.49
"283",9867678920.6484
"284",7842809078.05198
"285",173654108715.176
"286",152357196160.026
"287",275540866596.111
"288",181911414871.278
"289",154608465118.653
"290",76809191881.2231
"291",29910035569.4153
"292",40446498221.3693
"293",47822874204.9029
"294",20020490067.6137
"295",18705727824.7408
"296",20187188454.5862
"297",23710133689.0082
"298",15592568279.3204
"299",21890365178.6412
"300",22193537536.4377
"301",15362424.5690342
"302",30684494.300903
"303",17964625.0584908
"304",141742128.501336
"305",373452346.044482
"306",193749306.683075
"307",63276787.6463342
"308",62366518.4141674
"309",114718091.739109
"310",22699650.3867269
"311",40810465.1656715
"312",98022797.0484959
"313",23356308.1195403
"314",165354669.973317
"315",66753347.4879041
"316",10151103.2781852
"317",5757020.61658081
"318",3865529.18325658
"319",5764473.34682953
"320",1876252.83229391
"321",1636706.48716186
"322",2431205.23845058
"323",6289933.32664439
"324",4475879.59009878
"325",6097502.87085814
"326",18253761.8415091
"327",16085715.0922557
"328",5484047.25708092
"329",8400715.71901068
"330",5444719.84507386
"331",10423740.1469347
"332",1868091.05493557
"333",1835365.99217531
"334",2139646.32978089
"335",2993495.35448524
"336",9680103.63760585
"337",701559001.713768
"338",28606655474.2938
"339",10798575254.465
"340",38592998011.0714
"341",111738498720.337
"342",135685111797.892
"343",190870047954.031
"344",125793651681.237
"345",1829678.49004556
"346",1834471.88074786
"347",2797165.85089492
"348",5325333.70254977
"349",5949577.00072243
"350",4978294.14421812
"351",1975253.81480967
"352",3186058.92618575
"353",5742945.02938005
"354",5805352.79341495
"355",4974942.86377753
"356",4584404.17495316
"357",9404429.88511281
"358",1887254.82230282
"359",3569773.76495514
"360",1657403.10415587
"361",2099589.22323067
"362",2475940.05997304
"363",3122045.77704258
"364",4555999.13822252
"365",1727069.76781436
"366",3163818.85614001
"367",3588958.16650833
"368",4002979.78264464
"369",5096040.48274545
"370",5915049.74071968
"371",3268435.93987713
"372",4509516.84661118
"373",5659002.58928874
"374",1768271.02047712
"375",2125868.71003415
"376",4977635.1215122
"377",4671307.32132308
"378",4514900.74776252
"379",2444935.38006555
"380",2178540.95776567
"381",1484269.1441694
"382",2825011.94589513
"383",2065318.26046448
"384",2326008.4253872
"385",3093873.07040254
"386",3158330.72857079
"387",2656018.71366666
"388",1924775.84065716
"389",1650410.55075659
"390",2655570.88773416
"391",4696103.46995789
"392",1911313.57059992
"393",3732578.75121704
"394",2227386.82280099
"395",3265057.75949297
"396",3899051.79245626
"397",2803387.97482953
"398",1301203.92249832
"399",2404193.79975613
"400",1488158.26539592
"401",2231052.19957725
"402",1412886.1036866
"403",1291190.16281994
"404",1422315.28765475
"405",949192.670795704
"406",1313199.37994714
"407",2862893.67008814
"408",1679018.33356798
"409",41611965737.6427
"410",143535495805.749
"411",434802148717.923
"412",155541512213.48
"413",231434255378.562
"414",501789327638.351
"415",45705091.8817885
"416",71721516.3757376
"417",1262707364.98348
"418",207118975.083384
"419",683671223.525825
"420",59196188.7416126
"421",579034801.741579
"422",866492996.512568
"423",484390310.377639
"424",21686900.2430019
"425",6786853033.9446
"426",6888238234.20274
"427",4967508169.26423
"428",176528861.70789
"429",22026668054.5587
"430",25694103907.4471
"431",14058023199.5256
"432",8500521732.44492
"433",6178278543.53537
"434",3702997.35623778
"435",534233486.716616
"436",10397625.3574832
"437",6916942.44673503
"438",64765193.4297282
"439",241484070.846311
"440",16446942.2807762
"441",7410440.95184592
"442",10154625.0480844
"443",7362314.55092148
"444",70501774.6988273
"445",3811075.5879022
"446",2914695.88623381
"447",5953985.32438074
"448",43505777663.959
"449",326360428015.076
"450",318320160423.109
"451",100663579721.596
"452",94362525082.923
"453",56224108926.8527
"454",799982657.397281
"455",933869.154088172
"456",558838.292666315
"457",780372.724065701
"458",3240509.27120085
"459",4747079.54585831
"460",4913328.68606299
"461",4908420.93339576
"462",2857336.73262342
"463",3249126.74816439
"464",5276704.38620821
"465",6304798.90888023
"466",4763304.78923834
"467",3177490.4313929
"468",4583214.98885089
"469",7205099.38090911
"470",6910362.89468922
"471",8399952.68237229
"472",6255762.9240624
"473",4983889.13298713
"474",2123468.69974143
"475",2724594.66684532
"476",5479742.5217244
"477",2741138.87951826
"478",2842167.76892802
"479",1737215.26862429
"480",1427045.95827021
"481",1075196.2355902
"482",2545807.13395289
"483",3130732.68960559
"484",2843362.78074401
"485",1359873.19042956
"486",1408278.66354793
"487",1441746.78355069
"488",1566091.27176682
"489",5738757.39640815
"490",59938414.9081208
"491",48326658.3939823
"492",68409070.9152172
"493",230131834.228561
"494",41980099.0160665
"495",13587855.1602003
"496",16411252.9369344
"497",26688056.5980583
"498",99244547.30312
"499",71324082.7414886
"500",85391719.2547639
"501",15725534.7794885
"502",10443636.6197759
"503",14095436.328391
"504",15386960.1277396
"505",5876195.28310934
"506",8473915.15333105
"507",4436298.4014291
"508",10152853.0457697
"509",5181635.13715001
"510",22368615.4865746
"511",8108716.70365488
"512",3339467.16835748
"513",4345600.49465967
"514",1937884.83105439
"515",2508352.70024137
"516",3652174.08179496
"517",2991033.27127048
"518",2151582.40222307
"519",2733031.53866774
"520",3891427.66216796
"521",4150163.9777116
"522",1879692.01016737
"523",3187180.59159662
"524",6098151.75270965
"525",16915983.9941192
"526",9997679.68045004
"527",19085145.0532769
"528",9357396.19424003
"529",25962777.2684997
"530",22712753.6520552
"531",7379910.68002911
"532",20171192.494184
"533",14735828.0489828
"534",10951693.034603
"535",13832801.0435865
"536",11908732.9042296
"537",5451554.84362278
"538",2970553.31076385
"539",3008570.3578484
"540",4532368.5356329
"541",3888692.81595211
"542",7711640.95350311
"543",7165704.96126027
"544",4539404.7883496
"545",6108671.24078597
"546",1799433.32684337
"547",2987477.91646663
"548",3932598.50930033
"549",3285086.68636744
"550",2543833.94361612
"551",3509394.56421017
"552",5408803.67539977
"553",19415886.0207666
"554",187280761.255065
"555",274972834.806089
"556",269980493.852659
"557",179843960.094908
"558",58495294.5525592
"559",241841464.605126
"560",214867471.794424
"561",71269462.4778756
"562",94254093.2394005
"563",134701921.507578
"564",68576289.5020982
"565",175715649.939978
"566",57509863.2070475
"567",67743725.1490092
"568",63036801.0615282
"569",67522981.9996136
"570",260982467.69796
"571",202086758.857653
"572",91267960.0102095
"573",96166449.4331955
"574",95381746.8639263
"575",115332180.202126
"576",97667027.9066413
"577",30675854.5325552
"578",36075852.4286189
"579",9960210.62384095
"580",6132161.12892049
"581",11614861.0374315
"582",20290404.8362052
"583",27187435.9069178
"584",10937802.8089047
"585",26930912.1869527
"586",6902182.77050801
"587",10379681.4205867
"588",4809812.36773263
"589",5458821.81588631
"590",1869061.23338032
"591",5683254.31968896
"592",4803143.91847669
"593",2714718.37736908
"594",4725615.94722933
"595",2478632.98325393
"596",7257736.96363108
"597",8675346.00046862
"598",10664810.1801023
"599",4783245.81354886
"600",1720894.92470854
"601",1512477.34899028
"602",1546149.61810068
"603",890270.512623739
"604",2146402.41477138
"605",6050495.32985812
"606",6916430.30012549
"607",1447997.01390245
"608",2406432.35183876
"609",4045944.68240486
"610",2703965.01577483
"611",2233029.7413363
"612",4118799.87502957
"613",2091319.88540912
"614",1261230.74624838
"615",995260.904920787
"616",2444287.79959758
"617",2809855.97295384
"618",1584806.87810097
"619",1850240.34180305
"620",2188514.36397369
"621",2783875.45286338
"622",3719765.35622525
